PARROQUIA,CANTON,PROVINCIA,PRECIPITACION_ANUAL_MM,ALTITUD_MEDIA_M,PENDIENTE_PCT,DISTANCIA_AGUA_KM,DENSIDAD_POBLACIONAL,AREA_URBANIZADA_PCT,RIESGO_INUNDACION,RIESGO_NUM,KEY,POB_TOTAL,POB_HOMBRES,POB_MUJERES,POB_EDAD_MEDIA,POB_MENORES_15,POB_MAYORES_65,POB_PCT_HOMBRES,POB_PCT_MUJERES,POB_PCT_MENORES_15,POB_PCT_MAYORES_65,HOG_TOTAL,HOG_AGUA_PUBLICA,HOG_ALCANTARILLADO,HOG_ELECTRICIDAD,HOG_HACINAMIENTO,HOG_PCT_AGUA,HOG_PCT_ALCANTARILLADO,HOG_PCT_ELECTRICIDAD,VIV_TOTAL,VIV_CASA,VIV_PARED_BUENA,VIV_TECHO_BUENO,VIV_PISO_BUENO,VIV_TOTPER_MEDIA,VIV_TOTDOR_MEDIA,VIV_PCT_CASA,VIV_PCT_PARED_BUENA,VIV_PCT_TECHO_BUENO,VIV_PCT_PISO_BUENO,VIV_PERS_POR_DORM,EMI_TOTAL,MAATE_CONCESIONES,MAATE_CAUDAL_TOTAL,MAATE_CAUDAL_MEDIO
CORONEL CARLOS CONCHA TORRES,ESMERALDAS,ESMERALDAS,2076.6,18.6,3.82,1.7,30.7,6.2,Bajo,0,Coronel Carlos Concha Torres|Esmeraldas,2354.0,1308.0,1046.0,23.839847068819033,1017.0,126.0,55.56499575191164,44.43500424808836,43.20305862361937,5.352591333899745,548.0,326.0,129.0,3.0,1.3357664233576643,59.48905109489051,23.54014598540146,0.5474452554744526,547.0,2.0,112.0,51.0,92.0,3.582952815829528,1.4186471663619744,0.3656307129798903,20.47531992687386,9.323583180987203,16.819012797074954,2.5256123585808656,12.0,,,
CORONEL CARLOS CONCHA TORRES,ESMERALDAS,ESMERALDAS,2024.8,16.4,3.65,1.4,10.9,0.6,Bajo,0,Coronel Carlos Concha Torres|Esmeraldas,2354.0,1308.0,1046.0,23.839847068819033,1017.0,126.0,55.56499575191164,44.43500424808836,43.20305862361937,5.352591333899745,548.0,326.0,129.0,3.0,1.3357664233576643,59.48905109489051,23.54014598540146,0.5474452554744526,547.0,2.0,112.0,51.0,92.0,3.582952815829528,1.4186471663619744,0.3656307129798903,20.47531992687386,9.323583180987203,16.819012797074954,2.5256123585808656,12.0,,,
CORONEL CARLOS CONCHA TORRES,ESMERALDAS,ESMERALDAS,2020.7,26.3,3.37,1.64,33.0,6.7,Bajo,0,Coronel Carlos Concha Torres|Esmeraldas,2354.0,1308.0,1046.0,23.839847068819033,1017.0,126.0,55.56499575191164,44.43500424808836,43.20305862361937,5.352591333899745,548.0,326.0,129.0,3.0,1.3357664233576643,59.48905109489051,23.54014598540146,0.5474452554744526,547.0,2.0,112.0,51.0,92.0,3.582952815829528,1.4186471663619744,0.3656307129798903,20.47531992687386,9.323583180987203,16.819012797074954,2.5256123585808656,12.0,,,
CORONEL CARLOS CONCHA TORRES,ESMERALDAS,ESMERALDAS,2133.4,21.6,3.34,1.71,30.5,3.3,Bajo,0,Coronel Carlos Concha Torres|Esmeraldas,2354.0,1308.0,1046.0,23.839847068819033,1017.0,126.0,55.56499575191164,44.43500424808836,43.20305862361937,5.352591333899745,548.0,326.0,129.0,3.0,1.3357664233576643,59.48905109489051,23.54014598540146,0.5474452554744526,547.0,2.0,112.0,51.0,92.0,3.582952815829528,1.4186471663619744,0.3656307129798903,20.47531992687386,9.323583180987203,16.819012797074954,2.5256123585808656,12.0,,,
CORONEL CARLOS CONCHA TORRES,ESMERALDAS,ESMERALDAS,2040.5,12.9,3.93,1.4,45.6,4.6,Bajo,0,Coronel Carlos Concha Torres|Esmeraldas,2354.0,1308.0,1046.0,23.839847068819033,1017.0,126.0,55.56499575191164,44.43500424808836,43.20305862361937,5.352591333899745,548.0,326.0,129.0,3.0,1.3357664233576643,59.48905109489051,23.54014598540146,0.5474452554744526,547.0,2.0,112.0,51.0,92.0,3.582952815829528,1.4186471663619744,0.3656307129798903,20.47531992687386,9.323583180987203,16.819012797074954,2.5256123585808656,12.0,,,
CHINCA,ESMERALDAS,ESMERALDAS,2188.1,19.1,3.05,1.45,22.6,0.0,Bajo,0,Chinca|Esmeraldas,4552.0,2369.0,2183.0,25.15421792618629,1793.0,280.0,52.04305799648507,47.95694200351494,39.389279437609844,6.151142355008787,1082.0,426.0,604.0,16.0,1.2689463955637708,39.37153419593346,55.822550831792974,1.478743068391867,1080.0,37.0,301.0,529.0,274.0,3.3226277372262776,1.6472222222222221,3.425925925925926,27.870370370370374,48.98148148148148,25.37037037037037,2.0171095875235414,20.0,,,
CHINCA,ESMERALDAS,ESMERALDAS,2167.3,22.0,4.34,1.82,10.9,0.0,Bajo,0,Chinca|Esmeraldas,4552.0,2369.0,2183.0,25.15421792618629,1793.0,280.0,52.04305799648507,47.95694200351494,39.389279437609844,6.151142355008787,1082.0,426.0,604.0,16.0,1.2689463955637708,39.37153419593346,55.822550831792974,1.478743068391867,1080.0,37.0,301.0,529.0,274.0,3.3226277372262776,1.6472222222222221,3.425925925925926,27.870370370370374,48.98148148148148,25.37037037037037,2.0171095875235414,20.0,,,
CHINCA,ESMERALDAS,ESMERALDAS,2073.4,15.4,4.33,1.47,5.0,0.0,Bajo,0,Chinca|Esmeraldas,4552.0,2369.0,2183.0,25.15421792618629,1793.0,280.0,52.04305799648507,47.95694200351494,39.389279437609844,6.151142355008787,1082.0,426.0,604.0,16.0,1.2689463955637708,39.37153419593346,55.822550831792974,1.478743068391867,1080.0,37.0,301.0,529.0,274.0,3.3226277372262776,1.6472222222222221,3.425925925925926,27.870370370370374,48.98148148148148,25.37037037037037,2.0171095875235414,20.0,,,
CHINCA,ESMERALDAS,ESMERALDAS,2117.0,23.2,4.01,1.31,49.4,2.8,Bajo,0,Chinca|Esmeraldas,4552.0,2369.0,2183.0,25.15421792618629,1793.0,280.0,52.04305799648507,47.95694200351494,39.389279437609844,6.151142355008787,1082.0,426.0,604.0,16.0,1.2689463955637708,39.37153419593346,55.822550831792974,1.478743068391867,1080.0,37.0,301.0,529.0,274.0,3.3226277372262776,1.6472222222222221,3.425925925925926,27.870370370370374,48.98148148148148,25.37037037037037,2.0171095875235414,20.0,,,
CHINCA,ESMERALDAS,ESMERALDAS,2186.7,24.1,4.06,1.42,67.9,1.1,Bajo,0,Chinca|Esmeraldas,4552.0,2369.0,2183.0,25.15421792618629,1793.0,280.0,52.04305799648507,47.95694200351494,39.389279437609844,6.151142355008787,1082.0,426.0,604.0,16.0,1.2689463955637708,39.37153419593346,55.822550831792974,1.478743068391867,1080.0,37.0,301.0,529.0,274.0,3.3226277372262776,1.6472222222222221,3.425925925925926,27.870370370370374,48.98148148148148,25.37037037037037,2.0171095875235414,20.0,,,
MAJUA,ESMERALDAS,ESMERALDAS,2246.9,16.7,2.13,0.85,66.3,0.0,Medio,1,Majua|Esmeraldas,2534.0,1373.0,1161.0,24.26400947119179,1069.0,128.0,54.18310970797159,45.81689029202841,42.18626677190213,5.05130228887135,590.0,255.0,352.0,14.0,1.2576271186440677,43.22033898305085,59.66101694915255,2.3728813559322033,586.0,7.0,187.0,212.0,154.0,3.383177570093458,1.7081911262798635,1.1945392491467577,31.91126279863481,36.177474402730375,26.27986348122867,1.9805614945801864,16.0,1.0,1.33,1.33
MAJUA,ESMERALDAS,ESMERALDAS,2171.9,25.8,2.89,0.82,71.9,14.7,Medio,1,Majua|Esmeraldas,2534.0,1373.0,1161.0,24.26400947119179,1069.0,128.0,54.18310970797159,45.81689029202841,42.18626677190213,5.05130228887135,590.0,255.0,352.0,14.0,1.2576271186440677,43.22033898305085,59.66101694915255,2.3728813559322033,586.0,7.0,187.0,212.0,154.0,3.383177570093458,1.7081911262798635,1.1945392491467577,31.91126279863481,36.177474402730375,26.27986348122867,1.9805614945801864,16.0,1.0,1.33,1.33
MAJUA,ESMERALDAS,ESMERALDAS,2159.9,18.0,2.81,0.99,77.0,9.9,Medio,1,Majua|Esmeraldas,2534.0,1373.0,1161.0,24.26400947119179,1069.0,128.0,54.18310970797159,45.81689029202841,42.18626677190213,5.05130228887135,590.0,255.0,352.0,14.0,1.2576271186440677,43.22033898305085,59.66101694915255,2.3728813559322033,586.0,7.0,187.0,212.0,154.0,3.383177570093458,1.7081911262798635,1.1945392491467577,31.91126279863481,36.177474402730375,26.27986348122867,1.9805614945801864,16.0,1.0,1.33,1.33
MAJUA,ESMERALDAS,ESMERALDAS,2104.5,12.2,2.61,0.91,69.5,7.4,Medio,1,Majua|Esmeraldas,2534.0,1373.0,1161.0,24.26400947119179,1069.0,128.0,54.18310970797159,45.81689029202841,42.18626677190213,5.05130228887135,590.0,255.0,352.0,14.0,1.2576271186440677,43.22033898305085,59.66101694915255,2.3728813559322033,586.0,7.0,187.0,212.0,154.0,3.383177570093458,1.7081911262798635,1.1945392491467577,31.91126279863481,36.177474402730375,26.27986348122867,1.9805614945801864,16.0,1.0,1.33,1.33
MAJUA,ESMERALDAS,ESMERALDAS,2134.9,25.3,2.17,0.62,51.1,2.3,Bajo,0,Majua|Esmeraldas,2534.0,1373.0,1161.0,24.26400947119179,1069.0,128.0,54.18310970797159,45.81689029202841,42.18626677190213,5.05130228887135,590.0,255.0,352.0,14.0,1.2576271186440677,43.22033898305085,59.66101694915255,2.3728813559322033,586.0,7.0,187.0,212.0,154.0,3.383177570093458,1.7081911262798635,1.1945392491467577,31.91126279863481,36.177474402730375,26.27986348122867,1.9805614945801864,16.0,1.0,1.33,1.33
SAN MATEO,ESMERALDAS,ESMERALDAS,2128.0,17.4,2.99,1.77,10.8,0.0,Bajo,0,San Mateo|Esmeraldas,5739.0,3153.0,2586.0,25.77574490329326,2166.0,341.0,54.9398849973863,45.06011500261369,37.74176685833769,5.941801707614567,1347.0,540.0,833.0,76.0,1.2821083890126206,40.089086859688194,61.84112843355605,5.642167780252413,1347.0,36.0,528.0,725.0,499.0,3.4221824686940967,1.7416481069042316,2.6726057906458798,39.198218262806236,53.823311061618405,37.0452858203415,1.9649103944292192,18.0,,,
SAN MATEO,ESMERALDAS,ESMERALDAS,2142.3,15.5,4.44,2.1,37.6,1.0,Bajo,0,San Mateo|Esmeraldas,5739.0,3153.0,2586.0,25.77574490329326,2166.0,341.0,54.9398849973863,45.06011500261369,37.74176685833769,5.941801707614567,1347.0,540.0,833.0,76.0,1.2821083890126206,40.089086859688194,61.84112843355605,5.642167780252413,1347.0,36.0,528.0,725.0,499.0,3.4221824686940967,1.7416481069042316,2.6726057906458798,39.198218262806236,53.823311061618405,37.0452858203415,1.9649103944292192,18.0,,,
SAN MATEO,ESMERALDAS,ESMERALDAS,2181.1,21.7,4.23,2.0,56.7,2.9,Bajo,0,San Mateo|Esmeraldas,5739.0,3153.0,2586.0,25.77574490329326,2166.0,341.0,54.9398849973863,45.06011500261369,37.74176685833769,5.941801707614567,1347.0,540.0,833.0,76.0,1.2821083890126206,40.089086859688194,61.84112843355605,5.642167780252413,1347.0,36.0,528.0,725.0,499.0,3.4221824686940967,1.7416481069042316,2.6726057906458798,39.198218262806236,53.823311061618405,37.0452858203415,1.9649103944292192,18.0,,,
SAN MATEO,ESMERALDAS,ESMERALDAS,2141.0,20.1,4.17,1.76,33.8,4.3,Medio,1,San Mateo|Esmeraldas,5739.0,3153.0,2586.0,25.77574490329326,2166.0,341.0,54.9398849973863,45.06011500261369,37.74176685833769,5.941801707614567,1347.0,540.0,833.0,76.0,1.2821083890126206,40.089086859688194,61.84112843355605,5.642167780252413,1347.0,36.0,528.0,725.0,499.0,3.4221824686940967,1.7416481069042316,2.6726057906458798,39.198218262806236,53.823311061618405,37.0452858203415,1.9649103944292192,18.0,,,
SAN MATEO,ESMERALDAS,ESMERALDAS,1989.5,23.8,3.27,1.67,45.0,0.0,Medio,1,San Mateo|Esmeraldas,5739.0,3153.0,2586.0,25.77574490329326,2166.0,341.0,54.9398849973863,45.06011500261369,37.74176685833769,5.941801707614567,1347.0,540.0,833.0,76.0,1.2821083890126206,40.089086859688194,61.84112843355605,5.642167780252413,1347.0,36.0,528.0,725.0,499.0,3.4221824686940967,1.7416481069042316,2.6726057906458798,39.198218262806236,53.823311061618405,37.0452858203415,1.9649103944292192,18.0,,,
TABIAZO,ESMERALDAS,ESMERALDAS,2133.6,19.0,3.41,1.59,5.0,3.6,Bajo,0,Tabiazo|Esmeraldas,2660.0,1384.0,1276.0,26.684586466165413,1060.0,210.0,52.03007518796993,47.96992481203007,39.849624060150376,7.894736842105263,650.0,191.0,263.0,17.0,1.24,29.384615384615387,40.46153846153846,2.6153846153846154,646.0,10.0,158.0,162.0,147.0,3.033067274800456,1.721362229102167,1.5479876160990713,24.458204334365323,25.077399380804955,22.755417956656345,1.7620157010081787,16.0,,,
TABIAZO,ESMERALDAS,ESMERALDAS,2093.9,14.2,4.17,1.78,5.0,1.1,Bajo,0,Tabiazo|Esmeraldas,2660.0,1384.0,1276.0,26.684586466165413,1060.0,210.0,52.03007518796993,47.96992481203007,39.849624060150376,7.894736842105263,650.0,191.0,263.0,17.0,1.24,29.384615384615387,40.46153846153846,2.6153846153846154,646.0,10.0,158.0,162.0,147.0,3.033067274800456,1.721362229102167,1.5479876160990713,24.458204334365323,25.077399380804955,22.755417956656345,1.7620157010081787,16.0,,,
TABIAZO,ESMERALDAS,ESMERALDAS,2138.9,17.6,4.19,1.44,69.3,4.0,Bajo,0,Tabiazo|Esmeraldas,2660.0,1384.0,1276.0,26.684586466165413,1060.0,210.0,52.03007518796993,47.96992481203007,39.849624060150376,7.894736842105263,650.0,191.0,263.0,17.0,1.24,29.384615384615387,40.46153846153846,2.6153846153846154,646.0,10.0,158.0,162.0,147.0,3.033067274800456,1.721362229102167,1.5479876160990713,24.458204334365323,25.077399380804955,22.755417956656345,1.7620157010081787,16.0,,,
TABIAZO,ESMERALDAS,ESMERALDAS,2125.2,26.9,2.75,1.42,24.1,3.5,Bajo,0,Tabiazo|Esmeraldas,2660.0,1384.0,1276.0,26.684586466165413,1060.0,210.0,52.03007518796993,47.96992481203007,39.849624060150376,7.894736842105263,650.0,191.0,263.0,17.0,1.24,29.384615384615387,40.46153846153846,2.6153846153846154,646.0,10.0,158.0,162.0,147.0,3.033067274800456,1.721362229102167,1.5479876160990713,24.458204334365323,25.077399380804955,22.755417956656345,1.7620157010081787,16.0,,,
TABIAZO,ESMERALDAS,ESMERALDAS,2027.4,25.5,3.87,1.67,5.0,7.6,Bajo,0,Tabiazo|Esmeraldas,2660.0,1384.0,1276.0,26.684586466165413,1060.0,210.0,52.03007518796993,47.96992481203007,39.849624060150376,7.894736842105263,650.0,191.0,263.0,17.0,1.24,29.384615384615387,40.46153846153846,2.6153846153846154,646.0,10.0,158.0,162.0,147.0,3.033067274800456,1.721362229102167,1.5479876160990713,24.458204334365323,25.077399380804955,22.755417956656345,1.7620157010081787,16.0,,,
TACHINA,ESMERALDAS,ESMERALDAS,2098.4,19.2,4.15,1.38,78.2,4.0,Bajo,0,Tachina|Esmeraldas,3983.0,2014.0,1969.0,25.69696208887773,1542.0,240.0,50.56490082852122,49.43509917147878,38.71453678132061,6.025608837559628,986.0,399.0,596.0,96.0,1.2139959432048681,40.46653144016227,60.446247464503045,9.73630831643002,982.0,68.0,346.0,660.0,363.0,3.319166666666667,1.8910386965376782,6.924643584521386,35.234215885947044,67.20977596741345,36.96537678207739,1.7552082211452165,37.0,1.0,20.0,20.0
TACHINA,ESMERALDAS,ESMERALDAS,2103.2,15.9,3.45,1.91,63.2,5.1,Bajo,0,Tachina|Esmeraldas,3983.0,2014.0,1969.0,25.69696208887773,1542.0,240.0,50.56490082852122,49.43509917147878,38.71453678132061,6.025608837559628,986.0,399.0,596.0,96.0,1.2139959432048681,40.46653144016227,60.446247464503045,9.73630831643002,982.0,68.0,346.0,660.0,363.0,3.319166666666667,1.8910386965376782,6.924643584521386,35.234215885947044,67.20977596741345,36.96537678207739,1.7552082211452165,37.0,1.0,20.0,20.0
TACHINA,ESMERALDAS,ESMERALDAS,2139.8,30.1,4.75,1.42,23.3,0.0,Bajo,0,Tachina|Esmeraldas,3983.0,2014.0,1969.0,25.69696208887773,1542.0,240.0,50.56490082852122,49.43509917147878,38.71453678132061,6.025608837559628,986.0,399.0,596.0,96.0,1.2139959432048681,40.46653144016227,60.446247464503045,9.73630831643002,982.0,68.0,346.0,660.0,363.0,3.319166666666667,1.8910386965376782,6.924643584521386,35.234215885947044,67.20977596741345,36.96537678207739,1.7552082211452165,37.0,1.0,20.0,20.0
TACHINA,ESMERALDAS,ESMERALDAS,2134.6,19.0,3.1,1.83,38.3,5.9,Bajo,0,Tachina|Esmeraldas,3983.0,2014.0,1969.0,25.69696208887773,1542.0,240.0,50.56490082852122,49.43509917147878,38.71453678132061,6.025608837559628,986.0,399.0,596.0,96.0,1.2139959432048681,40.46653144016227,60.446247464503045,9.73630831643002,982.0,68.0,346.0,660.0,363.0,3.319166666666667,1.8910386965376782,6.924643584521386,35.234215885947044,67.20977596741345,36.96537678207739,1.7552082211452165,37.0,1.0,20.0,20.0
TACHINA,ESMERALDAS,ESMERALDAS,2171.4,22.9,3.52,1.66,12.1,0.1,Bajo,0,Tachina|Esmeraldas,3983.0,2014.0,1969.0,25.69696208887773,1542.0,240.0,50.56490082852122,49.43509917147878,38.71453678132061,6.025608837559628,986.0,399.0,596.0,96.0,1.2139959432048681,40.46653144016227,60.446247464503045,9.73630831643002,982.0,68.0,346.0,660.0,363.0,3.319166666666667,1.8910386965376782,6.924643584521386,35.234215885947044,67.20977596741345,36.96537678207739,1.7552082211452165,37.0,1.0,20.0,20.0
VUELTA LARGA,ESMERALDAS,ESMERALDAS,2202.8,27.3,2.78,0.76,38.5,7.6,Medio,1,Vuelta Larga|Esmeraldas,2997.0,1496.0,1501.0,25.6026026026026,1142.0,155.0,49.916583249916584,50.08341675008342,38.10477143810477,5.171838505171839,731.0,236.0,486.0,74.0,1.317373461012312,32.28454172366621,66.484268125855,10.12311901504788,731.0,167.0,271.0,417.0,278.0,3.148109243697479,1.759233926128591,22.845417236662108,37.07250341997264,57.045143638850895,38.03009575923393,1.7894773383692513,11.0,1.0,69.45,69.45
VUELTA LARGA,ESMERALDAS,ESMERALDAS,2278.1,17.4,2.32,0.85,41.6,5.3,Medio,1,Vuelta Larga|Esmeraldas,2997.0,1496.0,1501.0,25.6026026026026,1142.0,155.0,49.916583249916584,50.08341675008342,38.10477143810477,5.171838505171839,731.0,236.0,486.0,74.0,1.317373461012312,32.28454172366621,66.484268125855,10.12311901504788,731.0,167.0,271.0,417.0,278.0,3.148109243697479,1.759233926128591,22.845417236662108,37.07250341997264,57.045143638850895,38.03009575923393,1.7894773383692513,11.0,1.0,69.45,69.45
VUELTA LARGA,ESMERALDAS,ESMERALDAS,2171.7,22.1,2.31,0.69,43.5,4.5,Alto,2,Vuelta Larga|Esmeraldas,2997.0,1496.0,1501.0,25.6026026026026,1142.0,155.0,49.916583249916584,50.08341675008342,38.10477143810477,5.171838505171839,731.0,236.0,486.0,74.0,1.317373461012312,32.28454172366621,66.484268125855,10.12311901504788,731.0,167.0,271.0,417.0,278.0,3.148109243697479,1.759233926128591,22.845417236662108,37.07250341997264,57.045143638850895,38.03009575923393,1.7894773383692513,11.0,1.0,69.45,69.45
VUELTA LARGA,ESMERALDAS,ESMERALDAS,2259.1,19.5,2.78,1.16,44.1,6.9,Medio,1,Vuelta Larga|Esmeraldas,2997.0,1496.0,1501.0,25.6026026026026,1142.0,155.0,49.916583249916584,50.08341675008342,38.10477143810477,5.171838505171839,731.0,236.0,486.0,74.0,1.317373461012312,32.28454172366621,66.484268125855,10.12311901504788,731.0,167.0,271.0,417.0,278.0,3.148109243697479,1.759233926128591,22.845417236662108,37.07250341997264,57.045143638850895,38.03009575923393,1.7894773383692513,11.0,1.0,69.45,69.45
VUELTA LARGA,ESMERALDAS,ESMERALDAS,2182.4,26.2,2.63,0.83,85.7,5.7,Medio,1,Vuelta Larga|Esmeraldas,2997.0,1496.0,1501.0,25.6026026026026,1142.0,155.0,49.916583249916584,50.08341675008342,38.10477143810477,5.171838505171839,731.0,236.0,486.0,74.0,1.317373461012312,32.28454172366621,66.484268125855,10.12311901504788,731.0,167.0,271.0,417.0,278.0,3.148109243697479,1.759233926128591,22.845417236662108,37.07250341997264,57.045143638850895,38.03009575923393,1.7894773383692513,11.0,1.0,69.45,69.45
VALDEZ,ELOY ALFARO,ESMERALDAS,2338.7,20.5,2.58,0.93,64.2,9.7,Medio,1,Valdez|Eloy Alfaro,6226.0,3503.0,2723.0,26.750722775457756,2198.0,384.0,56.26405396723418,43.735946032765824,35.30356569225827,6.167683906199807,1394.0,686.0,872.0,130.0,1.2489239598278337,49.21090387374462,62.553802008608315,9.32568149210904,1393.0,56.0,341.0,830.0,400.0,3.8408389882788403,1.8442211055276383,4.0201005025125625,24.47954055994257,59.58363244795406,28.71500358937545,2.082634764761551,61.0,,,
